Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-04-11 00:00:00+01:00,4983.60009765625,4983.60009765625,4964.0,4973.2998046875,1155338300,0.0,0.0
2005-04-12 00:00:00+01:00,4973.2001953125,4973.7998046875,4941.10009765625,4946.2001953125,1342085300,0.0,0.0
2005-04-13 00:00:00+01:00,4946.2001953125,4973.7998046875,4946.2001953125,4960.7998046875,1386459800,0.0,0.0
2005-04-14 00:00:00+01:00,4960.7998046875,4960.7998046875,4937.0,4945.39990234375,1600781900,0.0,0.0
2005-04-15 00:00:00+01:00,4945.39990234375,4945.39990234375,4891.60009765625,4891.60009765625,1686702900,0.0,0.0
2005-04-18 00:00:00+01:00,4891.60009765625,4891.60009765625,4794.7998046875,4827.10009765625,1851228300,0.0,0.0
2005-04-19 00:00:00+01:00,4827.10009765625,4862.60009765625,4827.10009765625,4855.60009765625,1521697000,0.0,0.0
2005-04-20 00:00:00+01:00,4855.60009765625,4873.60009765625,4817.7998046875,4822.0,1638336400,0.0,0.0
2005-04-21 00:00:00+01:00,4822.0,4839.10009765625,4805.5,4819.60009765625,1608917000,0.0,0.0
2005-04-22 00:00:00+01:00,4819.60009765625,4859.0,4819.60009765625,4849.2998046875,1176245700,0.0,0.0
2005-04-25 00:00:00+01:00,4849.2998046875,4867.7998046875,4841.2998046875,4864.89990234375,1118656600,0.0,0.0
2005-04-26 00:00:00+01:00,4864.89990234375,4879.60009765625,4831.5,4845.5,1464104600,0.0,0.0
2005-04-27 00:00:00+01:00,4845.5,4845.5,4780.60009765625,4789.39990234375,1816257200,0.0,0.0
2005-04-28 00:00:00+01:00,4789.39990234375,4820.7001953125,4775.5,4790.2001953125,1962760600,0.0,0.0
2005-04-29 00:00:00+01:00,4790.2001953125,4824.39990234375,4773.7001953125,4801.7001953125,1597028200,0.0,0.0
2005-05-03 00:00:00+01:00,4801.7001953125,4862.89990234375,4801.7001953125,4861.2998046875,1677844300,0.0,0.0
2005-05-04 00:00:00+01:00,4861.2001953125,4882.5,4847.89990234375,4882.5,1642389600,0.0,0.0
2005-05-05 00:00:00+01:00,4882.5,4917.60009765625,4882.5,4902.2998046875,1326657100,0.0,0.0
2005-05-06 00:00:00+01:00,4902.2998046875,4924.60009765625,4897.60009765625,4918.89990234375,1277967200,0.0,0.0
2005-05-09 00:00:00+01:00,4918.89990234375,4928.7001953125,4895.10009765625,4910.2998046875,1338782400,0.0,0.0
2005-05-10 00:00:00+01:00,4910.2998046875,4929.10009765625,4880.2001953125,4892.39990234375,1611329700,0.0,0.0
2005-05-11 00:00:00+01:00,4892.39990234375,4896.60009765625,4868.2001953125,4875.39990234375,1529863600,0.0,0.0
2005-05-12 00:00:00+01:00,4875.39990234375,4909.7998046875,4875.39990234375,4893.2998046875,1507911000,0.0,0.0
2005-05-13 00:00:00+01:00,4893.2001953125,4893.2001953125,4854.2001953125,4886.5,1628890100,0.0,0.0
2005-05-16 00:00:00+01:00,4886.5,4887.7001953125,4869.0,4884.2001953125,1103191100,0.0,0.0
2005-05-17 00:00:00+01:00,4884.2001953125,4902.0,4880.7001953125,4898.5,1431908100,0.0,0.0
2005-05-18 00:00:00+01:00,4898.5,4956.89990234375,4898.5,4949.39990234375,1767108900,0.0,0.0
2005-05-19 00:00:00+01:00,4949.39990234375,4972.89990234375,4949.39990234375,4962.7001953125,2102727400,0.0,0.0
2005-05-20 00:00:00+01:00,4962.7001953125,4981.10009765625,4962.7001953125,4971.7998046875,1605254700,0.0,0.0
2005-05-23 00:00:00+01:00,4971.7998046875,4991.60009765625,4971.7998046875,4989.7998046875,1148623400,0.0,0.0
2005-05-24 00:00:00+01:00,4989.7998046875,4990.2001953125,4974.2001953125,4982.5,1767092600,0.0,0.0
2005-05-25 00:00:00+01:00,4982.5,4983.60009765625,4964.10009765625,4971.5,1643674600,0.0,0.0
2005-05-26 00:00:00+01:00,4971.5,5004.2998046875,4956.7998046875,4994.89990234375,1957526900,0.0,0.0
2005-05-27 00:00:00+01:00,4994.89990234375,5002.0,4976.60009765625,4986.2998046875,1327595300,0.0,0.0
2005-05-31 00:00:00+01:00,4986.2998046875,4999.7001953125,4964.0,4964.0,1439093600,0.0,0.0
2005-06-01 00:00:00+01:00,4964.0,5011.0,4964.0,5011.0,1520426500,0.0,0.0
2005-06-02 00:00:00+01:00,5011.0,5014.89990234375,4996.5,5005.0,1509258800,0.0,0.0
2005-06-03 00:00:00+01:00,5005.0,5016.60009765625,4987.2001953125,4999.39990234375,1316673500,0.0,0.0
2005-06-06 00:00:00+01:00,4999.39990234375,5006.7998046875,4976.2001953125,4980.39990234375,1029262100,0.0,0.0
2005-06-07 00:00:00+01:00,4980.39990234375,5027.89990234375,4980.39990234375,5025.2998046875,1523410200,0.0,0.0
2005-06-08 00:00:00+01:00,5025.2001953125,5025.2001953125,4995.10009765625,5003.7001953125,1459550900,0.0,0.0
2005-06-09 00:00:00+01:00,5003.7001953125,5009.7998046875,4984.2001953125,5009.2001953125,1418404600,0.0,0.0
2005-06-10 00:00:00+01:00,5009.2001953125,5047.2998046875,5009.2001953125,5030.39990234375,1475646200,0.0,0.0
2005-06-13 00:00:00+01:00,5030.39990234375,5051.0,5026.10009765625,5050.39990234375,1245385600,0.0,0.0
2005-06-14 00:00:00+01:00,5050.39990234375,5054.2998046875,5037.5,5046.7998046875,1378129300,0.0,0.0
2005-06-15 00:00:00+01:00,5046.7998046875,5060.7998046875,5013.39990234375,5019.5,1605425800,0.0,0.0
2005-06-16 00:00:00+01:00,5019.5,5046.39990234375,5019.5,5045.0,1523278500,0.0,0.0
2005-06-17 00:00:00+01:00,5045.0,5098.5,5044.60009765625,5077.60009765625,2082942500,0.0,0.0
2005-06-20 00:00:00+01:00,5077.60009765625,5078.0,5057.89990234375,5072.0,1148475000,0.0,0.0
2005-06-21 00:00:00+01:00,5072.0,5091.0,5072.0,5082.10009765625,1270885300,0.0,0.0
2005-06-22 00:00:00+01:00,5082.10009765625,5110.5,5076.60009765625,5099.2998046875,1466616800,0.0,0.0
2005-06-23 00:00:00+01:00,5099.2998046875,5121.89990234375,5099.10009765625,5114.39990234375,1797104400,0.0,0.0
2005-06-24 00:00:00+01:00,5114.39990234375,5114.39990234375,5069.10009765625,5079.0,1373264100,0.0,0.0
2005-06-27 00:00:00+01:00,5079.0,5079.0,5036.89990234375,5043.5,1506224900,0.0,0.0
2005-06-28 00:00:00+01:00,5043.5,5090.39990234375,5043.5,5090.39990234375,1778302500,0.0,0.0
2005-06-29 00:00:00+01:00,5090.39990234375,5119.5,5090.2001953125,5109.10009765625,1719746500,0.0,0.0
2005-06-30 00:00:00+01:00,5109.10009765625,5138.2001953125,5097.10009765625,5113.2001953125,1860970900,0.0,0.0
2005-07-01 00:00:00+01:00,5113.2001953125,5162.60009765625,5106.60009765625,5161.0,1524998000,0.0,0.0
2005-07-04 00:00:00+01:00,5161.0,5188.60009765625,5161.0,5184.2998046875,1097189000,0.0,0.0
2005-07-05 00:00:00+01:00,5184.2998046875,5194.2001953125,5173.7998046875,5190.10009765625,1537376200,0.0,0.0
2005-07-06 00:00:00+01:00,5190.10009765625,5237.60009765625,5190.10009765625,5229.60009765625,2145403200,0.0,0.0
2005-07-07 00:00:00+01:00,5229.60009765625,5229.60009765625,5022.10009765625,5158.2998046875,2145991700,0.0,0.0
2005-07-08 00:00:00+01:00,5158.2998046875,5232.2001953125,5158.2998046875,5232.2001953125,1406848500,0.0,0.0
2005-07-11 00:00:00+01:00,5232.2001953125,5257.89990234375,5232.2001953125,5242.39990234375,1395623900,0.0,0.0
2005-07-12 00:00:00+01:00,5242.39990234375,5249.39990234375,5216.2001953125,5217.2001953125,1652493600,0.0,0.0
2005-07-13 00:00:00+01:00,5217.2001953125,5252.0,5217.2001953125,5245.89990234375,1718199800,0.0,0.0
2005-07-14 00:00:00+01:00,5245.89990234375,5283.89990234375,5245.89990234375,5259.7001953125,1856601500,0.0,0.0
2005-07-15 00:00:00+01:00,5259.7001953125,5261.5,5222.60009765625,5230.89990234375,2063712900,0.0,0.0
2005-07-18 00:00:00+01:00,5230.7998046875,5258.39990234375,5212.0,5214.2001953125,2032949400,0.0,0.0
2005-07-19 00:00:00+01:00,5214.2001953125,5230.89990234375,5191.0,5201.60009765625,1911988200,0.0,0.0
2005-07-20 00:00:00+01:00,5201.5,5249.5,5193.5,5215.2001953125,1911491300,0.0,0.0
